S/N,REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
2114,BRONG AHAFO,ASUNAFO,1997,RICE,200.0,0.9,180.0
2115,BRONG AHAFO,KINTAMPO,1997,RICE,60.0,0.8,48.0
2116,BRONG AHAFO,ATEBUBU,1997,RICE,1980.0,1.03,2037.0
2117,BRONG AHAFO,SUNYANI MUNICIPAL,1997,CASSAVA,6020.0,14.0,84280.0
2118,BRONG AHAFO,ASUTIFI,1997,CASSAVA,1560.0,16.4,25584.0
2119,BRONG AHAFO,WENCHI MUNICIPAL,1997,CASSAVA,5890.0,12.1,71269.0
2120,BRONG AHAFO,DORMA AHENKRO,1997,CASSAVA,10300.0,16.2,166860.0
2121,BRONG AHAFO,BEREKUM,1997,CASSAVA,4350.0,11.1,48285.0
2122,BRONG AHAFO,TANO,1997,CASSAVA,4560.0,11.4,51984.0
2123,BRONG AHAFO,SENE,1997,CASSAVA,9960.0,14.3,142400.0
2124,BRONG AHAFO,NKORANZA,1997,CASSAVA,2060.0,14.0,28840.0
2125,BRONG AHAFO,TECHIMAN MUNICIPAL,1997,CASSAVA,5520.0,27.0,149040.0
2126,BRONG AHAFO,ASUNAFO,1997,CASSAVA,11400.0,16.0,182400.0
2127,BRONG AHAFO,JAMAN,1997,CASSAVA,4300.0,13.6,58480.0
2128,BRONG AHAFO,KINTAMPO,1997,CASSAVA,3400.0,29.5,100300.0
2129,BRONG AHAFO,ATEBUBU,1997,CASSAVA,25070.0,12.6,315900.0
2130,BRONG AHAFO,SUNYANI MUNICIPAL,1997,YAM,150.0,10.2,1530.0
2131,BRONG AHAFO,ASUTIFI,1997,YAM,180.0,10.4,1872.0
2132,BRONG AHAFO,WENCHI MUNICIPAL,1997,YAM,4230.0,11.5,48645.0
2133,BRONG AHAFO,DORMA AHENKRO,1997,YAM,380.0,22.69,8624.0
2134,BRONG AHAFO,BEREKUM,1997,YAM,430.0,8.9,3827.0
2135,BRONG AHAFO,TANO,1997,YAM,70.0,6.3,441.0
2136,BRONG AHAFO,SENE,1997,YAM,4780.0,14.58,69684.0
2137,BRONG AHAFO,NKORANZA,1997,YAM,3890.0,14.7,57183.0
2138,BRONG AHAFO,TECHIMAN MUNICIPAL,1997,YAM,6420.0,13.9,89238.0
2139,BRONG AHAFO,ASUNAFO,1997,YAM,60.0,9.0,540.0
2140,BRONG AHAFO,JAMAN,1997,YAM,4900.0,16.2,79380.0
2141,BRONG AHAFO,KINTAMPO,1997,YAM,7740.0,12.4,95976.0
2142,BRONG AHAFO,ATEBUBU,1997,YAM,16960.0,16.0,271360.0
2143,UPPER WEST,WA,1997,MAIZE,9500.0,1.21,11490.0
2144,UPPER WEST,LAWRA,1997,MAIZE,3100.0,1.16,3595.0
2145,UPPER WEST,TUMU,1997,MAIZE,8300.0,1.28,10625.0
2146,UPPER WEST,JIRAPA,1997,MAIZE,5200.0,1.16,6030.0
2147,UPPER WEST,NADOWLI,1997,MAIZE,11400.0,0.98,11210.0
2148,UPPER WEST,WA,1997,RICE,2000.0,0.82,1637.0
2149,UPPER WEST,LAWRA,1997,RICE,10.0,0.9,9.0
2150,UPPER WEST,TUMU,1997,RICE,240.0,0.53,128.0
2151,UPPER WEST,JIRAPA,1997,RICE,1350.0,0.78,1056.0
2152,UPPER WEST,WA,1997,YAM,9950.0,10.44,103832.0
2153,UPPER WEST,TUMU,1997,YAM,3600.0,9.06,32610.0
2154,UPPER WEST,JIRAPA,1997,YAM,1000.0,6.35,6345.0
2155,UPPER WEST,NADOWLI,1997,YAM,3200.0,9.77,31251.0
2156,UPPER EAST,BUILSA,1997,MAIZE,507.0,0.52,265.0
2157,UPPER EAST,KASINA-NANKANA,1997,MAIZE,168.0,0.43,72.0
2158,UPPER EAST,BONGO,1997,MAIZE,10.0,0.4,4.0
2159,UPPER EAST,BOLGATANGA MUNICIPAL,1997,MAIZE,1520.0,0.45,685.0
2160,UPPER EAST,BAWKU EAST,1997,MAIZE,1577.0,0.55,864.0
2161,UPPER EAST,BAWKU WEST,1997,MAIZE,18.0,0.56,10.0
2162,UPPER EAST,BUILSA,1997,RICE,6157.0,1.91,11760.0
2163,UPPER EAST,KASINA-NANKANA,1997,RICE,5863.0,1.78,10424.0
2164,UPPER EAST,BONGO,1997,RICE,460.0,1.65,759.0
2165,UPPER EAST,BOLGATANGA MUNICIPAL,1997,RICE,15180.0,1.85,28083.0
2166,UPPER EAST,BAWKU EAST,1997,RICE,16700.0,1.73,28891.0
2167,UPPER EAST,BAWKU WEST,1997,RICE,1990.0,1.75,3483.0
2168,WESTERN,SHAMA AHANTA EAST,1997,COCOYAM,88.0,4.1,361.0
2169,WESTERN,WEST AHANTA,1997,COCOYAM,90.0,4.0,360.0
2170,WESTERN,MPORHOR WASSA EAST,1997,COCOYAM,1008.0,5.49,5534.0
2171,WESTERN,WASSA WEST,1997,COCOYAM,625.0,5.1,3188.0
2172,WESTERN,EAST NZEMA,1997,COCOYAM,40.0,3.88,155.0
2173,WESTERN,JOMORO,1997,COCOYAM,80.0,4.0,320.0
2174,WESTERN,WASSA AMENFI,1997,COCOYAM,4874.0,5.82,28367.0
2175,WESTERN,AOWIN -SUAMAN,1997,COCOYAM,5538.0,5.9,32674.0
2176,WESTERN,BIBIANI-ANHWIASO-BEKWAI,1997,COCOYAM,5420.0,6.0,32520.0
2177,WESTERN,SEFWI-WIAWSO,1997,COCOYAM,6282.0,6.2,38948.0
2178,WESTERN,JUABESO-BIA,1997,COCOYAM,6845.0,6.25,42781.0
2179,WESTERN,SHAMA AHANTA EAST,1997,PLANTAIN,185.0,6.45,1193.28
2180,WESTERN,WEST AHANTA,1997,PLANTAIN,140.0,5.6,783.97
2181,WESTERN,MPORHOR WASSA EAST,1997,PLANTAIN,1857.0,5.0,9285.0
2182,WESTERN,WASSA WEST,1997,PLANTAIN,1057.0,5.2,5496.4
2183,WESTERN,EAST NZEMA,1997,PLANTAIN,168.0,7.24,1216.33
2184,WESTERN,JOMORO,1997,PLANTAIN,170.0,7.25,1232.51
2185,WESTERN,WASSA AMENFI,1997,PLANTAIN,6986.0,7.4,51696.4
2186,WESTERN,AOWIN -SUAMAN,1997,PLANTAIN,6882.0,7.68,52853.9
2187,WESTERN,BIBIANI-ANHWIASO-BEKWAI,1997,PLANTAIN,6990.0,8.3,58016.19
2188,WESTERN,SEFWI-WIAWSO,1997,PLANTAIN,7888.0,4.8,37862.4
2189,WESTERN,JUABESO-BIA,1997,PLANTAIN,8640.0,5.0,43200.0
2190,CENTRAL,UPPER DENKYIRA,1997,COCOYAM,6151.0,5.02,30904.0
2191,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1997,COCOYAM,1557.0,5.02,7821.0
2192,CENTRAL,ASSIN NORTH,1997,COCOYAM,2111.0,4.56,9624.0
2193,CENTRAL,ABURA-ASEBU-KWAMANKESE,1997,COCOYAM,480.0,5.23,2510.0
2194,CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1997,COCOYAM,377.0,4.92,1856.0
2195,CENTRAL,MFANTSIMAN,1997,COCOYAM,502.0,4.28,2150.0
2196,CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1997,COCOYAM,899.0,4.45,4000.0
2197,CENTRAL,AJUMAKO-ENYAN-ESIAM,1997,COCOYAM,1849.0,5.13,9485.0
2198,CENTRAL,CAPE COAST,1997,COCOYAM,401.0,4.22,1692.0
2199,CENTRAL,AGONA,1997,COCOYAM,1327.0,4.82,6398.0
2200,CENTRAL,UPPER DENKYIRA,1997,PLANTAIN,4497.0,4.87,21899.0
2201,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1997,PLANTAIN,323.0,6.2,2002.0
2202,CENTRAL,ASSIN NORTH,1997,PLANTAIN,1125.0,5.26,5915.0
2203,CENTRAL,ABURA-ASEBU-KWAMANKESE,1997,PLANTAIN,207.0,4.72,977.0
2204,CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1997,PLANTAIN,241.0,4.65,1120.0
2205,CENTRAL,MFANTSIMAN,1997,PLANTAIN,71.0,4.61,327.0
2206,CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1997,PLANTAIN,169.0,4.63,782.0
2207,CENTRAL,AJUMAKO-ENYAN-ESIAM,1997,PLANTAIN,301.0,4.25,1280.0
2208,CENTRAL,AWUTU-EFUTU-SENYA,1997,PLANTAIN,36.0,0.89,32.0
2209,CENTRAL,CAPE COAST,1997,PLANTAIN,150.0,3.86,579.0
2210,CENTRAL,AGONA,1997,PLANTAIN,1380.0,5.08,7013.0
2211,VOLTA,KPANDO,1997,COCOYAM,300.0,3.0,900.0
2212,VOLTA,HOHOE MUNICIPAL,1997,COCOYAM,600.0,3.0,1800.0
2213,VOLTA,JASIKAN,1997,COCOYAM,2700.0,6.2,16740.0
2214,VOLTA,KADJEBI,1997,COCOYAM,2600.0,3.0,7800.0
2215,VOLTA,NKWANTA,1997,COCOYAM,600.0,3.0,1800.0
2216,VOLTA,KETE-KRACHI,1997,COCOYAM,100.0,3.0,300.0
2217,VOLTA,HO MUNICIPAL,1997,COCOYAM,900.0,5.0,4500.0
2218,VOLTA,KPANDO,1997,PLANTAIN,400.0,6.2,2480.0
2219,VOLTA,HOHOE MUNICIPAL,1997,PLANTAIN,350.0,6.2,2170.0
2220,VOLTA,JASIKAN,1997,PLANTAIN,1600.0,6.3,10080.0
2221,VOLTA,KADJEBI,1997,PLANTAIN,2000.0,5.0,10000.0
2222,VOLTA,NKWANTA,1997,PLANTAIN,400.0,5.0,2000.0
2223,VOLTA,KETE-KRACHI,1997,PLANTAIN,200.0,5.0,1000.0
2224,VOLTA,HO MUNICIPAL,1997,PLANTAIN,100.0,5.0,500.0
2225,VOLTA,NKWANTA,1997,SORGHUM,1600.0,1.2,1920.0
2226,VOLTA,KETE-KRACHI,1997,SORGHUM,3300.0,1.2,3960.0
2227,ASHANTI,BEKWAI MUNI (AMANSIE EAST),1997,COCOYAM,5090.0,10.49,53400.0
2228,ASHANTI,AMANSIE WEST,1997,COCOYAM,3262.0,9.99,32600.0
2229,ASHANTI,EJURA SEKYEREDUMASE,1997,COCOYAM,400.0,6.25,2500.0
2230,ASHANTI,SEKYERE WEST,1997,COCOYAM,2576.0,9.3,23950.0
2231,ASHANTI,SEKYERE EAST,1997,COCOYAM,3906.0,9.93,38800.0
2232,ASHANTI,AFIGYA SEKYERE,1997,COCOYAM,4034.0,10.0,40350.0
2233,ASHANTI,AHAFO ANO NORTH,1997,COCOYAM,2080.0,11.96,24880.0
2234,ASHANTI,AHAFO ANO SOUTH,1997,COCOYAM,6421.0,11.0,70600.0
2235,ASHANTI,ATWIMA,1997,COCOYAM,8037.0,10.79,86700.0
2236,ASHANTI,EJUSU JUABEN,1997,COCOYAM,2409.0,9.09,21900.0
2237,ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1997,COCOYAM,1444.0,8.03,11600.0
2238,ASHANTI,KWABRE,1997,COCOYAM,3021.0,9.24,27900.0
2239,ASHANTI,OFFINSO,1997,COCOYAM,2059.0,9.18,18900.0
2240,ASHANTI,ADANSI WEST,1997,COCOYAM,1502.0,8.99,13500.0
2241,ASHANTI,ADANSI  SOUTH,1997,COCOYAM,2343.0,10.88,25500.0
2242,ASHANTI,ASANTE AKIM NORTH,1997,COCOYAM,1529.0,11.77,18000.0
2243,ASHANTI,ASANTE AKIM SOUTH,1997,COCOYAM,5317.0,10.24,54450.0
2244,ASHANTI,KUMASI METROPOLITAN ASSEMBLY,1997,COCOYAM,200.0,61.4,12280.0
2245,ASHANTI,BEKWAI MUNI (AMANSIE EAST),1997,PLANTAIN,3904.0,9.5,37086.0
2246,ASHANTI,AMANSIE WEST,1997,PLANTAIN,3160.0,8.9,28124.0
2247,ASHANTI,EJURA SEKYEREDUMASE,1997,PLANTAIN,82.0,5.2,426.0
2248,ASHANTI,SEKYERE WEST,1997,PLANTAIN,1799.0,9.77,17570.0
2249,ASHANTI,SEKYERE EAST,1997,PLANTAIN,1737.0,8.2,14243.0
2250,ASHANTI,AFIGYA SEKYERE,1997,PLANTAIN,3180.0,6.8,21624.0
2251,ASHANTI,AHAFO ANO NORTH,1997,PLANTAIN,4180.0,10.2,42636.0
2252,ASHANTI,AHAFO ANO SOUTH,1997,PLANTAIN,5262.0,9.4,49463.0
2253,ASHANTI,ATWIMA,1997,PLANTAIN,9669.0,9.0,87021.0
2254,ASHANTI,EJUSU JUABEN,1997,PLANTAIN,1847.0,8.2,15145.0
2255,ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1997,PLANTAIN,1424.0,6.9,9826.0
2256,ASHANTI,KWABRE,1997,PLANTAIN,1330.0,7.1,9443.0
2257,ASHANTI,OFFINSO,1997,PLANTAIN,3818.0,15.64,59707.0
2258,ASHANTI,ADANSI WEST,1997,PLANTAIN,1220.0,6.1,7442.0
2259,ASHANTI,ADANSI  SOUTH,1997,PLANTAIN,2469.0,6.8,16789.0
2260,ASHANTI,ASANTE AKIM NORTH,1997,PLANTAIN,1120.0,8.0,8960.0
2261,ASHANTI,ASANTE AKIM SOUTH,1997,PLANTAIN,5499.0,10.0,54990.0
2262,ASHANTI,KUMASI METROPOLITAN ASSEMBLY,1997,PLANTAIN,1002.0,7.2,7214.0
2263,EASTERN,BIRIM SOUTH,1997,COCOYAM,9500.0,6.74,64000.0
2264,EASTERN,WEST AKIM,1997,COCOYAM,11000.0,6.82,75000.0
2265,EASTERN,SUHUM KRABOA COALTAR,1997,COCOYAM,3000.0,7.0,21000.0
2266,EASTERN,AKUAPIM SOUTH,1997,COCOYAM,2000.0,6.0,12000.0
2267,EASTERN,AKUAPIM NORTH,1997,COCOYAM,1900.0,7.37,14000.0
2268,EASTERN,NEW JUABEN,1997,COCOYAM,1500.0,6.0,9000.0
2269,EASTERN,YILO KROBO,1997,COCOYAM,2000.0,6.5,13000.0
2270,EASTERN,EAST AKIM,1997,COCOYAM,7500.0,7.33,55000.0
2271,EASTERN,KWAEBIBIREM,1997,COCOYAM,6500.0,6.92,45000.0
2272,EASTERN,BIRIM NORTH,1997,COCOYAM,3500.0,6.57,23000.0
2273,EASTERN,KWAHU SOUTH,1997,COCOYAM,2500.0,6.4,16000.0
2274,EASTERN,FANTEAKWA,1997,COCOYAM,11500.0,6.78,78000.0
2275,EASTERN,KWAHU NORTH,1997,COCOYAM,900.0,6.67,6000.0
2276,EASTERN,ASUOGYAMAN,1997,COCOYAM,800.0,6.25,5000.0
2277,EASTERN,MANYA KROBO,1997,COCOYAM,900.0,6.67,6000.0
2278,EASTERN,BIRIM SOUTH,1997,PLANTAIN,11300.0,8.85,100000.0
2279,EASTERN,WEST AKIM,1997,PLANTAIN,16900.0,8.76,148000.0
2280,EASTERN,SUHUM KRABOA COALTAR,1997,PLANTAIN,16800.0,9.52,160000.0
2281,EASTERN,AKUAPIM SOUTH,1997,PLANTAIN,2400.0,8.33,20000.0
2282,EASTERN,AKUAPIM NORTH,1997,PLANTAIN,1600.0,9.38,15000.0
2283,EASTERN,NEW JUABEN,1997,PLANTAIN,1000.0,7.0,7000.0
2284,EASTERN,YILO KROBO,1997,PLANTAIN,800.0,8.5,6800.0
2285,EASTERN,EAST AKIM,1997,PLANTAIN,10500.0,8.57,90000.0
2286,EASTERN,KWAEBIBIREM,1997,PLANTAIN,7000.0,9.0,63000.0
2287,EASTERN,BIRIM NORTH,1997,PLANTAIN,5500.0,8.55,47000.0
2288,EASTERN,KWAHU SOUTH,1997,PLANTAIN,5200.0,9.62,50000.0
2289,EASTERN,FANTEAKWA,1997,PLANTAIN,10100.0,9.41,95000.0
2290,EASTERN,KWAHU NORTH,1997,PLANTAIN,500.0,8.0,4000.0
2291,EASTERN,ASUOGYAMAN,1997,PLANTAIN,1000.0,9.0,9000.0
2292,EASTERN,MANYA KROBO,1997,PLANTAIN,400.0,8.25,3300.0
2293,GREATER ACCRA,TEMA METROPOLITAN ASSEMBLY,1997,GROUNDNUT,14.0,3.5,49.0
2294,GREATER ACCRA,GA,1997,GROUNDNUT,373.0,3.5,1305.0
2295,GREATER ACCRA,DANGBE WEST,1997,GROUNDNUT,74.0,3.5,259.0
2296,BRONG AHAFO,SUNYANI MUNICIPAL,1997,COCOYAM,1290.0,5.6,7224.0
2297,BRONG AHAFO,ASUTIFI,1997,COCOYAM,5570.0,8.18,45559.0
2298,BRONG AHAFO,WENCHI MUNICIPAL,1997,COCOYAM,1650.0,6.7,11055.0
2299,BRONG AHAFO,DORMA AHENKRO,1997,COCOYAM,3300.0,3.9,12870.0
2300,BRONG AHAFO,BEREKUM,1997,COCOYAM,3200.0,7.4,23680.0
2301,BRONG AHAFO,TANO,1997,COCOYAM,3710.0,5.9,21889.0
2302,BRONG AHAFO,NKORANZA,1997,COCOYAM,400.0,0.6,240.0
2303,BRONG AHAFO,TECHIMAN MUNICIPAL,1997,COCOYAM,2530.0,6.3,15939.0
2304,BRONG AHAFO,ASUNAFO,1997,COCOYAM,6540.0,8.44,55200.0
2305,BRONG AHAFO,JAMAN,1997,COCOYAM,2700.0,7.0,18900.0
2306,BRONG AHAFO,KINTAMPO,1997,COCOYAM,360.0,5.4,1944.0
2307,BRONG AHAFO,SUNYANI MUNICIPAL,1997,PLANTAIN,1840.0,7.1,13064.0
2308,BRONG AHAFO,ASUTIFI,1997,PLANTAIN,3690.0,9.32,34386.0
2309,BRONG AHAFO,WENCHI MUNICIPAL,1997,PLANTAIN,180.0,6.4,1152.0
2310,BRONG AHAFO,DORMA AHENKRO,1997,PLANTAIN,1100.0,8.5,9350.0
2311,BRONG AHAFO,BEREKUM,1997,PLANTAIN,1210.0,8.4,10164.0
2312,BRONG AHAFO,TANO,1997,PLANTAIN,3000.0,5.8,17400.0
2313,BRONG AHAFO,NKORANZA,1997,PLANTAIN,330.0,5.3,1749.0
2314,BRONG AHAFO,TECHIMAN MUNICIPAL,1997,PLANTAIN,5760.0,6.0,34560.0
2315,BRONG AHAFO,ASUNAFO,1997,PLANTAIN,6500.0,9.15,59500.0
2316,BRONG AHAFO,JAMAN,1997,PLANTAIN,950.0,8.5,8075.0
2317,UPPER WEST,WA,1997,SORGHUM,47000.0,1.39,65142.0
2318,UPPER WEST,LAWRA,1997,SORGHUM,8000.0,1.2,9575.0
2319,UPPER WEST,TUMU,1997,SORGHUM,7500.0,1.27,9554.0
2320,UPPER WEST,JIRAPA,1997,SORGHUM,10850.0,0.97,10499.0
2321,UPPER WEST,NADOWLI,1997,SORGHUM,15850.0,0.99,15643.0
2322,UPPER WEST,WA,1997,MILLET,9000.0,1.12,10122.0
2323,UPPER WEST,LAWRA,1997,MILLET,8100.0,1.15,9308.0
2324,UPPER WEST,TUMU,1997,MILLET,14400.0,1.42,20426.0
2325,UPPER WEST,JIRAPA,1997,MILLET,16050.0,1.06,17028.0
2326,UPPER WEST,NADOWLI,1997,MILLET,13350.0,1.09,14596.0
2327,UPPER WEST,WA,1997,GROUNDNUT,14500.0,0.75,10900.0
2328,UPPER WEST,LAWRA,1997,GROUNDNUT,1300.0,1.46,1900.0
2329,UPPER WEST,TUMU,1997,GROUNDNUT,6300.0,1.46,9200.0
2330,UPPER WEST,JIRAPA,1997,GROUNDNUT,5800.0,1.55,9000.0
2331,UPPER WEST,NADOWLI,1997,GROUNDNUT,8300.0,1.18,9800.0
2332,UPPER WEST,WA,1997,COWPEA,6900.0,0.51,3500.0
2333,UPPER WEST,LAWRA,1997,COWPEA,3000.0,0.32,950.0
2334,UPPER WEST,TUMU,1997,COWPEA,2500.0,0.44,1100.0
2335,UPPER WEST,JIRAPA,1997,COWPEA,8500.0,0.35,3000.0
2336,UPPER WEST,NADOWLI,1997,COWPEA,10200.0,0.74,7500.0
2337,UPPER EAST,BUILSA,1997,SORGHUM,35320.0,0.88,30974.0
2338,UPPER EAST,KASINA-NANKANA,1997,SORGHUM,14114.0,0.78,11009.0
2339,UPPER EAST,BONGO,1997,SORGHUM,6597.0,0.62,4090.0
2340,UPPER EAST,BOLGATANGA MUNICIPAL,1997,SORGHUM,22906.0,0.86,19740.0
2341,UPPER EAST,BAWKU EAST,1997,SORGHUM,31769.0,0.73,23191.0
2342,UPPER EAST,BAWKU WEST,1997,SORGHUM,9594.0,0.75,7196.0
2343,UPPER EAST,BUILSA,1997,MILLET,6542.0,0.7,4579.0
2344,UPPER EAST,KASINA-NANKANA,1997,MILLET,5346.0,0.48,2567.0
2345,UPPER EAST,BONGO,1997,MILLET,2324.0,0.41,953.0
2346,UPPER EAST,BOLGATANGA MUNICIPAL,1997,MILLET,9462.0,0.7,6583.0
2347,UPPER EAST,BAWKU EAST,1997,MILLET,16802.0,0.57,9570.0
2348,UPPER EAST,BAWKU WEST,1997,MILLET,2624.0,0.59,1548.0
2349,UPPER EAST,BUILSA,1997,GROUNDNUT,7992.0,0.75,5994.0
2350,UPPER EAST,KASINA-NANKANA,1997,GROUNDNUT,10434.0,0.85,8847.0
2351,UPPER EAST,BONGO,1997,GROUNDNUT,2042.0,0.62,1266.0
2352,UPPER EAST,BOLGATANGA MUNICIPAL,1997,GROUNDNUT,32266.0,0.87,28039.0
2353,UPPER EAST,BAWKU EAST,1997,GROUNDNUT,20060.0,0.72,14356.0
2354,UPPER EAST,BAWKU WEST,1997,GROUNDNUT,3806.0,0.73,2778.0
2355,WESTERN,SHAMA AHANTA EAST,1998,MAIZE,421.0,1.0,420.0
2356,WESTERN,WEST AHANTA,1998,MAIZE,1650.0,1.05,1740.0
2357,WESTERN,MPORHOR WASSA EAST,1998,MAIZE,3664.0,1.1,4030.0
2358,WESTERN,WASSA WEST,1998,MAIZE,3050.0,1.15,3510.0
2359,WESTERN,EAST NZEMA,1998,MAIZE,1185.0,1.0,1190.0
2360,WESTERN,JOMORO,1998,MAIZE,1110.0,1.03,1140.0
2361,WESTERN,WASSA AMENFI,1998,MAIZE,7700.0,1.3,10020.0
2362,WESTERN,AOWIN -SUAMAN,1998,MAIZE,7430.0,1.35,10030.0
2363,WESTERN,BIBIANI-ANHWIASO-BEKWAI,1998,MAIZE,4790.0,1.3,6240.0
2364,WESTERN,SEFWI-WIAWSO,1998,MAIZE,6300.0,1.3,8210.0
2365,WESTERN,JUABESO-BIA,1998,MAIZE,9900.0,1.4,13870.0
2366,WESTERN,SHAMA AHANTA EAST,1998,RICE,85.0,0.94,80.0
2367,WESTERN,WEST AHANTA,1998,RICE,70.0,0.96,67.0
2368,WESTERN,MPORHOR WASSA EAST,1998,RICE,330.0,1.0,330.0
2369,WESTERN,WASSA WEST,1998,RICE,1380.0,1.01,1388.0
2370,WESTERN,EAST NZEMA,1998,RICE,415.0,1.05,437.0
2371,WESTERN,JOMORO,1998,RICE,330.0,0.99,327.0
2372,WESTERN,WASSA AMENFI,1998,RICE,3375.0,1.15,3881.0
2373,WESTERN,AOWIN -SUAMAN,1998,RICE,1910.0,1.25,2395.0
2374,WESTERN,BIBIANI-ANHWIASO-BEKWAI,1998,RICE,1150.0,1.2,1380.0
2375,WESTERN,SEFWI-WIAWSO,1998,RICE,1895.0,1.25,2370.0
2376,WESTERN,JUABESO-BIA,1998,RICE,3060.0,1.3,3985.0
2377,WESTERN,SHAMA AHANTA EAST,1998,CASSAVA,1950.0,7.81,15230.0
2378,WESTERN,WEST AHANTA,1998,CASSAVA,3645.0,9.0,32805.0
2379,WESTERN,MPORHOR WASSA EAST,1998,CASSAVA,5190.0,8.9,46175.0
2380,WESTERN,WASSA WEST,1998,CASSAVA,3060.0,8.6,26320.0
2381,WESTERN,EAST NZEMA,1998,CASSAVA,4845.0,9.2,44550.0
2382,WESTERN,JOMORO,1998,CASSAVA,6370.0,9.5,60535.0
2383,WESTERN,WASSA AMENFI,1998,CASSAVA,7255.0,9.0,65290.0
2384,WESTERN,AOWIN -SUAMAN,1998,CASSAVA,10600.0,9.2,97485.0
2385,WESTERN,BIBIANI-ANHWIASO-BEKWAI,1998,CASSAVA,6435.0,9.2,59180.0
2386,WESTERN,SEFWI-WIAWSO,1998,CASSAVA,8640.0,9.8,84640.0
2387,WESTERN,JUABESO-BIA,1998,CASSAVA,7410.0,9.9,73360.0
2388,WESTERN,SHAMA AHANTA EAST,1998,YAM,25.0,3.4,85.0
2389,WESTERN,WEST AHANTA,1998,YAM,15.0,3.87,58.0
2390,WESTERN,MPORHOR WASSA EAST,1998,YAM,150.0,4.8,720.0
2391,WESTERN,WASSA WEST,1998,YAM,150.0,5.13,770.0
2392,WESTERN,EAST NZEMA,1998,YAM,10.0,4.0,40.0
2393,WESTERN,WASSA AMENFI,1998,YAM,1040.0,5.8,6032.0
2394,WESTERN,AOWIN -SUAMAN,1998,YAM,940.0,6.01,5646.0
2395,WESTERN,BIBIANI-ANHWIASO-BEKWAI,1998,YAM,1910.0,6.34,12100.0
2396,WESTERN,SEFWI-WIAWSO,1998,YAM,2370.0,6.52,15444.0
2397,WESTERN,JUABESO-BIA,1998,YAM,5030.0,6.71,33755.0
2398,CENTRAL,UPPER DENKYIRA,1998,MAIZE,7960.0,1.06,8400.0
2399,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1998,MAIZE,4750.0,1.05,5000.0
2400,CENTRAL,ASSIN NORTH,1998,MAIZE,7210.0,1.0,7200.0
2401,CENTRAL,ABURA-ASEBU-KWAMANKESE,1998,MAIZE,5610.0,1.03,5800.0
2402,CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1998,MAIZE,4970.0,0.99,4900.0
2403,CENTRAL,MFANTSIMAN,1998,MAIZE,9370.0,1.09,10250.0
2404,CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1998,MAIZE,5240.0,0.97,5100.0
2405,CENTRAL,AJUMAKO-ENYAN-ESIAM,1998,MAIZE,4440.0,0.9,4000.0
2406,CENTRAL,AWUTU-EFUTU-SENYA,1998,MAIZE,15920.0,1.19,18950.0
2407,CENTRAL,GOMOA,1998,MAIZE,2860.0,1.01,2900.0
2408,CENTRAL,CAPE COAST,1998,MAIZE,4740.0,0.91,4300.0
2409,CENTRAL,AGONA,1998,MAIZE,8730.0,1.13,9900.0
2410,CENTRAL,UPPER DENKYIRA,1998,CASSAVA,6500.0,10.34,67200.0
2411,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1998,CASSAVA,4910.0,7.21,35400.0
2412,CENTRAL,ASSIN NORTH,1998,CASSAVA,6330.0,10.03,63500.0
2413,CENTRAL,ABURA-ASEBU-KWAMANKESE,1998,CASSAVA,4110.0,9.71,39900.0
2414,CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1998,CASSAVA,4770.0,9.92,47300.0
2415,CENTRAL,MFANTSIMAN,1998,CASSAVA,7160.0,10.11,72400.0
2416,CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1998,CASSAVA,5050.0,9.66,48800.0
2417,CENTRAL,AJUMAKO-ENYAN-ESIAM,1998,CASSAVA,3920.0,9.46,37100.0
2418,CENTRAL,AWUTU-EFUTU-SENYA,1998,CASSAVA,6490.0,9.94,64500.0
2419,CENTRAL,GOMOA,1998,CASSAVA,2550.0,10.2,26000.0
2420,CENTRAL,CAPE COAST,1998,CASSAVA,4430.0,9.19,40700.0
2421,CENTRAL,AGONA,1998,CASSAVA,6480.0,10.09,65400.0
2422,CENTRAL,UPPER DENKYIRA,1998,YAM,700.0,3.93,2750.0
2423,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1998,YAM,600.0,3.72,2230.0
2424,CENTRAL,ASSIN NORTH,1998,YAM,380.0,4.82,1830.0
2425,CENTRAL,ABURA-ASEBU-KWAMANKESE,1998,YAM,260.0,4.42,1150.0
2426,CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1998,YAM,420.0,4.57,1920.0
2427,CENTRAL,MFANTSIMAN,1998,YAM,270.0,5.0,1350.0
